well,variable,value,ercc
A07,S031,8.4093909361377,9.59991284218713
A07,S032,10.9808536063797,9.53332973230583
A07,S033,11.753216749179,9.31061278165953
A07,S034,12.2917462808339,0
A07,S035,1.58496250072116,8.85174904141606
A07,S036,14.1820839295107,9.81057163474115
A07,S037,12.0650794889999,9.56985560833095
A07,S038,7.66533591718518,9.26912667914942
A07,S039,14.0317873415015,9.20212382383046
A08,C151,7.97154355395077,9.82972273508606
A08,C152,12.2103669456326,8.96289600533726
A08,P215,16.5991283029163,9.47167521439204
A08,S020,3.32192809488736,9.40726776424473
A08,S022,11.5636729598275,9.38370429247405
A08,S024,4.39231742277876,9.53915881110803
A08,S025,15.9730470743777,8.77478705960117
A08,S026,8.98584193700334,10.1344263202209
A08,S027,4.58496250072116,9.99717948093762
A08,S029,13.4951055100078,9.90689059560852
A08,S030,13.8792003179474,9.57175264350355
A08,S031,15.5773403091814,9.3264294871223
A08,S032,12.7174622303497,9.88264304936184
A08,S033,14.3799874846825,9.82972273508606
A08,S034,7.76155123244448,9.82336724004623
A08,S035,6.58496250072116,9.72962074355304
A08,S036,16.1173793082095,9.48784003382305
A08,S037,7.4262647547021,9.35535109642481
A08,S038,13.7792063604216,9.8703647195834
A08,S039,17.1305202896057,10.2419831496943
A09,C151,15.011139880258,9.15734693536284
A09,C152,15.2021238238305,9.74483383749955
A09,P215,17.2095390383343,9.40726776424473
A09,S020,4.39231742277876,9.91737207947684
A09,S022,9.26209484537018,9.85642552862553
A09,S024,4.52356195605701,9.52552080909507
A09,S025,14.1751596646676,9.43462822763673
A09,S026,11.8033239190415,9.76818432477693
A09,S027,5.88264304936184,9.68999797141945
A09,S029,9.9469062744564,9.53332973230583
A09,S030,14.1456137755134,9.29462074889163
A09,S031,15.2187902475528,9.66888498426625
A09,S032,10.0154150523867,9.15987133677839
A09,S033,12.4123052049553,9.33539035469392
A09,S034,7.43462822763672,9.68825030913318
A09,S035,6.4594316186373,7.84549005094437
A09,S036,13.1518093591798,9.30833903013941
A09,S037,6.24792751344359,9.52160043972373
A09,S038,8.0389189892923,9.05799172275918
A09,S039,16.1567151442247,9.24317398347295
A10,C151,6.4262647547021,9.55266909751427
A10,C152,15.4721831161895,3.58496250072116
A10,P215,8.94544383637791,9.4093909361377
A10,S020,2.8073549220576,9.75988818322183
A10,S022,11.6519486107234,9.36413465500805
A10,S024,3.58496250072116,9.40087943628218
A10,S025,12.7980667203631,9.01959072835788
A10,S026,10.075479149488,9.14210705730255
A10,S027,10.7176764230664,8.08214904135387
A10,S029,4.39231742277876,9.64205169292798
A10,S030,6.79441586635011,9.41574176829009
A10,S031,7.93663793900257,3
A10,S032,6.55458885167764,9.89330153086056
A10,S033,14.3493503482349,4.85798099512757
A10,S034,6.64385618977472,9.44708322620965
A10,S035,7.24792751344359,10.0593444608244
A10,S036,14.8021629180887,9.74651432113846
A10,S037,7.4178525148859,9.32867492732795
A10,S038,10.4051414631363,9.72280753116955
A10,S039,13.9644311236679,9.70390357344466
A11,C151,8.14465824283188,1.58496250072116
A11,C152,15.2948002131271,9.39016895620018
A11,P215,17.3543096537077,9.64925617751731
A11,S020,2,9.56414948998573
A11,S022,10.0940776856719,9.99717948093762
A11,S024,5,9.49385544924082
A11,S025,16.935095971004,9.53138146051631
A11,S026,9.70043971814109,9.57175264350355
A11,S027,7.13955135239879,9.79116288855502
A11,S029,11.3275526440812,9.03617361255349
A11,S030,17.709151141057,1
A11,S031,16.8271690066344,9.84705734609134
A11,S032,7.85798099512757,9.52160043972373
A11,S033,9.88722061546838,10.0084286220706
A11,S034,7.66533591718518,9.55074678538324
A11,S035,2.8073549220576,9.84549005094438
A11,S036,11.5473765634981,9.55650605467193
A11,S037,4.85798099512757,8.86727873970966
A11,S038,8.88569637333939,9.39016895620018
A11,S039,9.94836723158468,9.36194377373524
A12,C151,12.7607199474656,9.12928301694497
A12,C152,11.7473538294781,9.12928301694497
A12,P215,16.2307522586299,9.53332973230583
A12,S020,1.58496250072116,9.14974711950468
A12,S022,9.5352753766208,9.3151495622563
A12,S024,2.8073549220576,9.06069593168755
A12,S025,13.6344707517763,9.37286506011259
A12,S026,8.67948009950545,9.91139198784346
A12,S027,12.5161924778794,8.92184093707449
A12,S029,11.5665297826242,8.5077946401987
A12,S030,14.5000949496718,9.71080643369935
A12,S031,13.913543937783,9.3264294871223
A12,S032,5.78135971352466,1.58496250072116
A12,S033,12.6741922681457,9.68999797141945
A12,S034,6.84549005094437,9.37286506011259
A12,S035,2.58496250072116,8.3264294871223
A12,S036,8.16490692667569,9.04439411935845
A12,S037,7.8008998999203,9.21916852046216
A12,S038,11.0105281058865,8.91886323727459
A12,S039,13.3363670813898,9.10328780841202
A13,C151,13.3281138948337,9.82495874052852
A13,C152,12.8303171298102,9.4594316186373
A13,P215,17.1999981718754,9.60177078840771
A13,S020,2.58496250072116,10.0306671362469
A13,S022,7.56224242422107,7.05528243550119
A13,S024,3.32192809488736,5.64385618977472
A13,S025,13.3162815317462,9.65999589242998
A13,S026,13.8594377234405,9.319672120947
A13,S027,10.9366379390026,8.62570884306447
A13,S029,9.08480838780436,10.243173983473
A13,S030,14.0743923735113,9.80896417491926
A13,S031,15.2855828334375,9.6582114827518
A13,S032,6.65821148275179,9.95419631038687
A13,S033,9.82017896241519,3.58496250072116
A13,S034,6.98868468677217,9.47370574961942
A13,S035,0,0
A13,S036,14.8826430493618,0
A13,S037,12.6693280043959,10.0056245491939
A13,S038,8.38801728534514,2.8073549220576
A13,S039,12.0518886559054,9.55650605467193
A14,C151,10.6821167649501,9.35535109642481
A14,C152,10.8933015308606,10.0361736125535
A14,P215,16.1989437593793,9.84549005094438
A14,S020,1,9.54303182025524
A14,S022,8.10328780841202,9.28540221886225
A14,S024,4.4594316186373,9.13699111208023
A14,S025,15.2317461925589,9.09275714091985
A14,S026,10.4512111118323,9.90237511448603
A14,S027,10.9893944998447,9.56795607541547
A14,S029,13.6466712053818,9.55650605467193
A14,S030,13.3474829606397,3.70043971814109
A14,S031,9.64024493622235,9.23840473932508
A14,S032,6.08746284125034,9.87498134765377
A14,S033,14.1049263038078,9.72109918870719
A14,S034,16.0148486659953,9.63662462054365
A14,S035,2,9.85018683764577
A14,S036,15.4241991008322,9.38370429247405
A14,S037,9.46352437327118,9.25502856981873
A14,S038,11.9858419370033,3.58496250072116
A14,S039,9.5980525001616,1
A15,C151,9.24317398347295,9.25266543245025
A15,C152,16.3122980178277,9.33539035469392
A15,P215,9.40726776424473,9.81538329581354
A15,S020,3.90689059560852,9.52356195605701
A15,S022,6.20945336562895,2
A15,S024,2.58496250072116,9.07414146275251
A15,S025,17.0426426275994,9.62935662007961
A15,S026,9.84392105128904,9.35755200461808
A15,S027,5.49185309632967,10.0014081943928
A15,S029,7.29462074889163,9.66177809777199
A15,S030,7.4262647547021,8.876516946565
A15,S031,6.89481776330794,9.99435343685886
A15,S032,7.43462822763672,9.79279029430106
A15,S033,9.61470984411521,9.35314682549808
A15,S034,7.79441586635011,9.50977500432694
A15,S035,2.8073549220576,9.42836017270429
A15,S036,8.09803208296053,9.55458885167764
A15,S037,9.75655632252409,10.0993478104032
A15,S038,11.7673568541257,9.82336724004623
A15,S039,15.3266050380456,9.68825030913318
A16,C151,6.52356195605701,9.4898479604393
A16,C152,15.2036156537574,1
A16,P215,15.4798118352663,9.37068740680722
A16,S020,2.32192809488736,9.50581155391959
A16,S022,9.2807707701306,1.58496250072116
A16,S024,3,9.67948009950545
A16,S025,14.3829616965685,9.86727873970966
A16,S026,8.37068740680722,9.38801728534514
A16,S027,7.23840473932508,9.98156728190301
A16,S029,12.0385761027688,9.4241662888181
A16,S030,13.382488936445,9.57931593758001
A16,S031,15.1277928582063,9.39231742277876
A16,S032,4.4594316186373,9.25029841790633
A16,S033,12.3616696794928,9.16490692667569
A16,S034,9.51766938813381,9.41151098801207
A16,S035,4,9.33539035469392
A16,S036,9.60177078840771,9.71424551766612
A16,S037,7.10852445677817,10.2082343583398
A16,S038,10.8273427042341,9.36413465500805
A16,S039,15.5542590756785,9.78953364497036
A17,C151,0,9.55458885167764
A17,C152,7.49185309632967,9.12670447284319
A17,P215,9.27379559921426,1.58496250072116
A17,S020,0,9.34651373316563
A17,S022,1.58496250072116,10.0014081943928
A17,S024,3.4594316186373,9.43879185257826
A17,S025,1.58496250072116,9.52160043972373
A17,S026,0,9.89178370321831
A17,S027,1,9.27379559921426
A17,S029,5.28540221886225,9.09539702279256
A17,S030,7.71424551766612,9.02513956227851
A17,S031,5.58496250072116,9.81217730551445
A17,S032,0,9.59618975614441
A17,S033,3.70043971814109,9.54882190845875
A17,S034,0,9.25502856981873
A17,S035,0,9.81698362325538
A17,S036,1,9.35755200461808
A17,S037,0,2.32192809488736
A17,S038,0,10.2395985292491
A17,S039,1.58496250072116,9.74819284958946
A18,C151,7.90086680798075,9.10590850857116
A18,C152,16.6655857465257,9.35755200461808
A18,P215,8.64385618977473,9.62935662007961
A18,S020,2,9.64205169292798
A18,S022,7.63662462054365,9.28540221886225
A18,S024,10.2360141919001,9.43462822763673
A18,S025,12.7782825099957,9.71424551766612
A18,S026,10.1984450414524,9.14465824283188
A18,S027,8.77807712953536,9.19967234483636
A18,S029,7.18982455888002,9.30149619498255
A18,S030,9.83447104998422,9.67595703294175
A18,S031,4.75488750216347,9.05256805080415
A18,S032,5.95419631038687,9.62753388447279
A18,S033,11.4330637651221,9.68825030913318
A18,S034,5.88264304936184,9.64565843240871
A18,S035,3.58496250072116,9.38370429247405
A18,S036,15.5837585785916,3.90689059560852
A18,S037,2.8073549220576,1
A18,S038,11.8948177633079,8.93073733756289
A18,S039,17.6216083468552,0
A19,C151,3.8073549220576,0
A19,C152,15.2605888046566,9.50977500432694
A19,P215,15.9870863293282,9.1006623390052
A19,S020,1,9.5372184005386
A19,S022,9.95855271543101,8.94836723158468
A19,S024,13.2732128098543,9.59245703726808
A19,S025,6.16992500144231,9.20945336562895
A19,S026,10.4645457503339,9.25738784269265
A19,S027,2,9.78953364497036
A19,S029,7.75488750216347,1
A19,S030,11.3581017074408,9.34872815423108
A19,S031,15.5496944365338,1
A19,S032,11.5764843467969,9.82177398197057
A19,S033,11.8289298276515,9.86108690599539
A19,S034,6.7279204545632,9.88417051910844
A19,S035,2.8073549220576,9.29462074889163
A19,S036,15.4708494924186,9.03617361255349
A19,S037,11.632995197143,9.61286849729104
A19,S038,9.27844945822048,9.30149619498255
A19,S039,15.5382192506444,7.24792751344359
A20,C151,12.6840911065291,9.35755200461808
A20,C152,14.8275908073906,0
A20,P215,9.54303182025524,0
A20,S020,3,11.0251395622785
A20,S022,11.5569849575945,11.427312844135
A20,S024,11.0841440106151,10.4346282276367
A20,S025,12.5174233413965,11.3230547603416
A20,S026,12.4204866128258,10.7557221536423
A20,S027,10.4146852358072,10.2934716488381
A20,S029,5.95419631038687,11.2366122002158
A20,S030,5.78135971352466,11.0505289055306
A20,S031,6.5077946401987,10.8811139606751
A20,S032,6.55458885167764,11.393390457444
A20,S033,8.59991284218713,10.9801395776392
A20,S034,6.20945336562895,11.2209828510818
A20,S035,3.8073549220576,11.8113746935099
A20,S036,15.089781488354,11.3202364452416
A20,S037,3.16992500144231,11.7685978821944
A20,S038,8.41362792902417,10.2455527062557
A20,S039,16.3994281417827,1.58496250072116
A21,C151,7.8703647195834,10.7731392067197
A21,C152,15.2832330784132,12.4270508931509
A21,P215,9.75321674917896,11.1579784499454
A21,S020,1.58496250072116,11.1189410727235
A21,S022,5.49185309632967,4.24792751344359
A21,S024,4.24792751344359,2
A21,S025,8.84235034341381,2.32192809488736
A21,S026,9.75988818322183,11.0175044011094
A21,S027,10.3487281542311,10.4665863377192
A21,S029,8.65105169117893,11.0484868739923
A21,S030,7.22881869049588,10.7706638929168
A21,S031,8.13442632022093,10.6733090755617
A21,S032,7.62205181945638,4.32192809488736
A21,S033,8.11374216604919,9.72109918870719
A21,S034,6.6724253419715,10.9808536063797
A21,S035,3.58496250072116,10.780539767472
A21,S036,14.8098183609501,10.8313072438021
A21,S037,11.6943578872215,11.2258099406235
A21,S038,6,10.9879745242962
A21,S039,15.2259605272362,10.6193029554157
A22,C151,5.28540221886225,10.8257538328831
A22,C152,8,1
A22,P215,6.33985000288462,10.567005370247
A22,S020,0,11.286557761608
A22,S022,4.58496250072116,10.9715435539508
A22,S024,4,10.8169836232554
A22,S025,2.58496250072116,10.9592775057205
A22,S026,3.32192809488736,10.6679985356725
A22,S027,0,10.3880172853451
A22,S029,3,2.32192809488736
A22,S030,5.04439411935845,10.5449644327892
A22,S031,5.04439411935845,10.9851303734669
A22,S032,0,10.6741922681457
A22,S033,2.32192809488736,11.8462739113499
A22,S034,4.24792751344359,11.2149261879424
A22,S035,1.58496250072116,10.7304701371842
A22,S036,4.95419631038687,11.3185428097027
A22,S037,1,3.16992500144231
A22,S038,0,11.6947931549999
A22,S039,10.5245417150358,2.32192809488736
A23,C151,3.32192809488736,11.1636496760158
A23,C152,6.18982455888002,11.5830827675029
A23,P215,15.6625571208392,11.3575520046181
A23,S020,0,10.8626373575588
A23,S022,8.05528243550119,11.1935253605012
A23,S024,2.8073549220576,11.0546043179607
A23,S025,6.12928301694497,10.4747199465265
A23,S026,2,11.0728025345442
A23,S027,1,11.1124395067816
A23,S029,10.9255544398736,11.9196082386033
A23,S030,10.2562086885274,2.58496250072116
A23,S031,10.0182001788132,11.1636496760158
A23,S032,2,11.0320457269308
A23,S033,3.4594316186373,11.5406124082495
A23,S034,4.16992500144231,10.4938554492408
A23,S035,2.8073549220576,10.9693865213423
A23,S036,4.64385618977472,10.7279204545632
A23,S037,3.58496250072116,10.8657332708518
A23,S038,1,10.9992953870234
A23,S039,6.83289001416474,11.1916761463524
A24,C151,1.58496250072116,10.4747199465265
A24,C152,5.32192809488736,10.5497846679479
A24,P215,7.44294349584873,10.9628960053373
A24,S020,3,10.753216749179
A24,S022,7.54689445988764,10.2008986050384
A24,S024,1.58496250072116,9.65463602852797
A24,S025,3.16992500144231,11.1491119907069
A24,S026,0,2.58496250072116
A24,S027,0,11
A24,S029,7.64385618977472,10.595257481449
A24,S030,4.32192809488736,11.0774833568595
A24,S031,10.0498485494506,11.0402897210257
A24,S032,0,10.9277779620823
A24,S033,1.58496250072116,10.6943578872215
A24,S034,0,11.2520740427962
A24,S035,0,11.0687782779854
A24,S036,2.58496250072116,10.7287708495427
A24,S037,2.8073549220576,2
A24,S038,1.58496250072116,10.6411485974112
A24,S039,4.8073549220576,10.5468944598876
B01,C151,12.9196082386033,11.6595499968799
B01,C152,15.6756263039354,1.58496250072116
B01,P215,8.99435343685886,10.9344280406268
B01,S020,2.32192809488736,11.1465686757408
B01,S022,9.93957921431469,11.3442959079158
B01,S024,11.7287708495427,11.1000052244227
B01,S025,9.20945336562895,11.4325419003883
B01,S026,10.9957671508778,10.9417812422785
B01,S027,2,11.2215871212648
B01,S029,7.31288295528436,10.7854524681585
B01,S030,5.24792751344359,11.3939266756404
B01,S031,5.75488750216347,11.4194335507054
B01,S032,13.095726668639,10.7657004876511
B01,S033,11.1299269335104,11.2877123795494
B01,S034,7.25738784269265,11.0230612497353
B01,S035,7.84549005094437,10.9181178510318
B01,S036,14.6149973423806,11.0654161346765
B01,S037,9.61654884377899,11.2179576978641
B01,S038,7.61470984411521,8.29001884693262
B01,S039,16.1302890103201,6.10852445677817
B02,C151,12.6443069615456,11.1885888457073
B02,C152,13.6125229829699,10.9901039638575
B02,P215,8.0389189892923,10.7347096202258
B02,S020,3.16992500144231,10.7772553151919
B02,S022,9.94397991434374,10.7151040092362
B02,S024,10.3837042924741,10.8344710499842
B02,S025,13.909799350538,10.6073303137496
B02,S026,9.5077946401987,11.1780423288648
B02,S027,8.3037807481771,9.81378119121704
B02,S029,8.16490692667569,11.1867332891289
B02,S030,5.20945336562895,10.8517490414161
B02,S031,3.8073549220576,10.5352753766208
B02,S032,7.7279204545632,10.4948555844912
B02,S033,13.9656941134042,10.7219536128014
B02,S034,10.5971214287896,11.078817949962
B02,S035,10.7565563225241,10.8695938432408
B02,S036,18.5287745791029,11.0814834380937
B02,S037,8.7714894695006,2
B02,S038,11.7772553151919,10.3858624006415
B02,S039,15.7073052025801,10.8917837032183
B03,C151,12.3451279919767,10.6829945836817
B03,C152,13.7931968590609,10.8680508537452
B03,P215,15.7550179482915,10.9563761572497
B03,S020,2,10.5698556083309
B03,S022,10.652844973002,10.9218409370745
B03,S024,12.7605120513573,10.981567281903
B03,S025,14.3889590362329,10.7151040092362
B03,S026,7.29462074889163,11.2437690319619
B03,S027,7.6724253419715,10.5038257379958
B03,S029,12.7088683402117,9.83447104998422
B03,S030,16.1856110660881,10.7490313820402
B03,S031,13.7233409736015,11.2330204264745
B03,S032,12.1401907031918,11.0443941193585
B03,S033,11.427312844135,10.1836353814732
B03,S034,13.5569849575945,10.5439984501345
B03,S035,9.99293833616581,10.7903484967519
B03,S036,14.9046816571247,11.7086528356865
B03,S037,10.4747199465265,10.5333297323058
B03,S038,10.9715435539508,11.1491119907069
B03,S039,14.3370643386847,10.8533095554037
B04,C151,13.6202198255075,11.4747199465265
B04,C152,15.9401529828418,11.0894504811159
B04,P215,7.74146698640115,11.3695973462787
B04,S020,2.32192809488736,10.8399910705399
B04,S022,8.82654848729091,10.8634119589416
B04,S024,10.7073591320809,11.1623913287569
B04,S025,15.3524572995848,11.7017396386744
B04,S026,8.5274770060604,11.1039434298916
B04,S027,5.95419631038687,11.1484765821783
B04,S029,10.7944158663501,10.880348808156
B04,S030,8.68650052718322,11.2632692003727
B04,S031,6.83289001416474,11.5225815312548
B04,S032,11.2270141936491,10.9665054519057
B04,S033,11.9262959947811,11.0552824355012
B04,S034,7.63662462054365,10.9701058906122
B04,S035,10.4604558963096,10.3695973462787
B04,S036,12.5444815223108,10.7185328760692
B04,S037,11.2807707701306,10.5660540381711
B04,S038,11.0940776856719,8.22881869049588
B04,S039,16.7803090736559,11.2270141936491
B05,C151,8.07146236255662,11.1363503414542
B05,C152,16.2438248051766,11.1786648510065
B05,P215,7.78135971352466,11.0841440106151
B05,S020,5.7279204545632,10.8089641749193
B05,S022,8.98013957763916,4.95419631038687
B05,S024,9.4241662888181,11.0056245491939
B05,S025,8.85486838326024,11.0042204663182
B05,S026,9.90237511448603,10.9922302649659
B05,S027,9.98441845880114,11.1573469353628
B05,S029,0,10.4777582664439
B05,S030,5.28540221886225,10.5565060546719
B05,S031,7.98299357469431,8.92481250360578
B05,S032,7.89481776330794,11.1879705919842
B05,S033,8.12412131182919,10.5593770905267
B05,S034,8.40087943628218,4.24792751344359
B05,S035,9.80251636512122,10.9417812422785
B05,S036,15.3588572069916,3
B05,S037,9.98299357469431,11.1548181090521
B05,S038,11.0701209444768,11.6252522217469
B05,S039,14.1696118826042,10.3509391815464
B06,C151,4.08746284125034,10.2957689344205
B06,C152,7.08746284125034,10.8610869059954
B06,P215,7.13955135239879,10.9978851278291
B06,S020,0,1.58496250072116
B06,S022,0,10.6908710092923
B06,S024,5.88264304936184,10.9136374280491
B06,S025,4.08746284125034,11.1137421660492
B06,S026,5.52356195605701,10.9203528554151
B06,S027,3,10.8902642770211
B06,S029,1.58496250072116,11.1861142395416
B06,S030,4.39231742277876,11.2656150464845
B06,S031,7.6724253419715,11.4444972871038
B06,S032,2,11.1260591160707
B06,S033,4.24792751344359,1
B06,S034,2,11.007027266894
B06,S035,2.8073549220576,10.8978454560055
B06,S036,2.58496250072116,11.2644426002266
B06,S037,1,11.18982455888
B06,S038,4.58496250072116,11.0457596613827
B06,S039,7.21916852046216,11.2656150464845
B07,C151,8.29001884693262,10.6679985356725
B07,C152,12.2419831496943,10.7047682393626
B07,P215,15.6514721916456,10.8209766926212
B07,S020,2.58496250072116,10.8879821330585
B07,S022,5.6724253419715,10.4908508767403
B07,S024,5.55458885167764,10.8249587405285
B07,S025,15.3226323638986,10.5999128421871
B07,S026,8.48381577726426,10.7448338374995
B07,S027,8.92777796208234,9.95710204156229
B07,S029,12.6130987942092,10.5774288280357
B07,S030,14.6989759061328,10.7397806097733
B07,S031,11.2526654324502,10.5294305541462
B07,S032,7.08746284125034,10.2911706993219
B07,S033,13.0925919878041,11.5028318040667
B07,S034,6.93073733756289,11.1623913287569
B07,S035,4.90689059560852,2.58496250072116
B07,S036,13.6052480015658,9.67948009950545
B07,S037,8.86727873970966,10.2772874001304
B07,S038,8.13442632022093,10.0443941193585
B07,S039,15.8415397784641,10.8672787397097
B08,C151,14.4169953964944,10.6366246205436
B08,C152,13.0220209696464,10.8305152069768
B08,P215,15.9067027324608,10.806549621986
B08,S020,2,10.6017707884077
B08,S022,10.0084286220706,10.9621730311097
B08,S024,14.8135307015835,11.0354864512922
B08,S025,14.0739741646668,11.4843194236443
B08,S026,12.302924464618,6.59991284218713
B08,S027,0,6.22881869049588
B08,S029,12.4670960339057,10.7623820387104
B08,S030,14.9760718047628,10.929998062609
B08,S031,11.9751314569213,9.93369065495223
B08,S032,6.61470984411521,10.871135184243
B08,S033,10.8517490414161,10.9483672315847
B08,S034,6.39231742277876,11.2556187498396
B08,S035,4,11.4130989849153
B08,S036,11.4236411950759,4.95419631038687
B08,S037,8.91587937883577,10.4439795426013
B08,S038,8.33985000288462,2.8073549220576
B08,S039,16.3067025549342,1
B09,C151,7.83920378809694,10.6402449362223
B09,C152,12.9560130780881,2.32192809488736
B09,P215,8.91886323727459,11.0701209444768
B09,S020,4,11.1221809012598
B09,S022,9.7431513941125,10.9038818457362
B09,S024,2.58496250072116,11.2957689344205
B09,S025,14.9491427637286,10.8572034715082
B09,S026,8.91587937883577,10.7615512324445
B09,S027,7.23840473932508,11.1686721181322
B09,S029,6.94251450533924,10.7640422173066
B09,S030,6.3037807481771,10.5313814605163
B09,S031,6.12928301694497,11.0552824355012
B09,S032,6.2667865406949,11.3202364452416
B09,S033,6.37503943134692,2.8073549220576
B09,S034,13.4446266942027,10.677719641641
B09,S035,7.24792751344359,10.9136374280491
B09,S036,9.63843591399047,10.8265484872909
B09,S037,3.32192809488736,11.5294305541462
B09,S038,13.18688801003,10.8049376720519
B09,S039,8.18982455888002,10.7590559391602
B10,C151,8.87958324961278,10.9008668079807
