well,variable,value,ercc
D09,S031,10.4481163054095,16.5327516136682
D09,S032,13.2012050072995,16.4165171668842
D09,S033,14.5134191893926,16.1159174258391
D09,S034,10.6438561897747,15.5289424150649
D09,S035,10.3320365483617,16.5540191912324
D09,S036,17.740327580673,7.51569983828404
D09,S037,8.13442632022093,16.1358295056821
D09,S038,8.84549005094438,15.9445519356989
D09,S039,14.8864586957037,16.0598725298199
D10,C151,7.34872815423108,16.4906628830329
D10,C152,14.9280093820217,16.5467286995564
D10,P215,9.79928162152192,16.1808027244493
D10,S020,3.90689059560852,16.3772444279001
D10,S022,19.2014012620562,17.2574615078381
D10,S024,12.5483402876761,16.4924321870854
D10,S025,11.179287104646,8.45121111183233
D10,S026,6.84549005094437,16.4188408652985
D10,S027,4.8073549220576,15.2559137493378
D10,S029,6.02236781302845,11.2300204357056
D10,S030,7.59245703726808,4.39231742277876
D10,S031,9.2644426002266,11.8533095554037
D10,S032,6.79441586635011,11.977995368613
D10,S033,14.3885555039826,12.8701720391102
D10,S034,13.3656389582345,12.3495576866205
D10,S035,3.58496250072116,6.76818432477693
D10,S036,14.3224211192916,7.44294349584873
D10,S037,10.7944158663501,5.49185309632967
D10,S038,9.9957671508778,16.1344864847404
D10,S039,9.83920378809694,16.3285346896568
D11,C151,7.53138146051631,17.0721221340363
D11,C152,13.3635872465246,17.0357119621608
D11,P215,9.49385544924082,16.450953464713
D11,S020,0,16.6628491460734
D11,S022,16.4950274129347,16.9019275005504
D11,S024,9.48784003382305,15.4398308839814
D11,S025,11.0223678130285,16.884265932292
D11,S026,8.5352753766208,13.7960396088298
D11,S027,9.43254190038826,8.07146236255662
D11,S029,3.32192809488736,17.0316796672464
D11,S030,9.37068740680722,16.4474384306309
D11,S031,8.21431912080077,16.7502490064885
D11,S032,7.06608919045777,16.855817468733
D11,S033,12.6195322275721,16.7531253240515
D11,S034,6.06608919045777,16.8814485873366
D11,S035,6.18982455888002,16.1357493604101
D11,S036,9.57175264350355,15.9598661298332
D11,S037,4.85798099512757,16.1592800763881
D11,S038,11.1195896207411,16.2955357831793
D11,S039,12.2822196956726,15.9926507241523
D12,C151,9.56985560833095,15.1620765703743
D12,C152,15.2880008897076,16.131877051476
D12,P215,16.5320971472738,16.5666486942287
D12,S020,10.2106713437856,1.58496250072116
D12,S022,17.5667453026911,11.7735513464285
D12,S024,9.25266543245025,16.4053243152725
D12,S025,6.83289001416474,8.91886323727459
D12,S026,7.88874324889826,15.9884406078487
D12,S027,7.01122725542325,16.5545139092059
D12,S029,12.9623538086353,16.4652634733679
D12,S030,14.154739011761,16.2848421699391
D12,S031,13.3520434257954,16.8369133068203
D12,S032,7.467605550083,11.952377251968
D12,S033,11.2644426002266,15.9356715249611
D12,S034,7.27612440527424,16.7503275276264
D12,S035,5.08746284125034,16.0037594537094
D12,S036,9.76652890859886,17.0731583085655
D12,S037,8.14465824283188,12.4512111118323
D12,S038,9.08214904135387,12.3701424794954
D12,S039,18.2032380605951,12.9692066229642
D13,C151,4.4594316186373,13.7682877252458
D13,C152,8.64745842645492,8.68999797141945
D13,P215,8.66177809777199,12.0063260785249
D13,S020,0,9.33539035469392
D13,S022,9.74483383749955,10.1137421660492
D13,S024,5.20945336562895,7.76155123244448
D13,S025,5.52356195605701,7.09803208296053
D13,S026,3.32192809488736,16.5537042823534
D13,S027,3,16.2582531706868
D13,S029,4.16992500144231,16.8184698370107
D13,S030,8.45121111183233,16.3602126800227
D13,S031,6.2667865406949,16.6737369394884
D13,S032,3.70043971814109,16.5529242120208
D13,S033,2,16.6170225810413
D13,S034,1,16.2989396349727
D13,S035,0,16.7447681538656
D13,S036,10.1786648510065,16.4098549637699
D13,S037,0,17.3465137331656
D13,S038,3,16.5081506872837
D13,S039,5.52356195605701,16.5748300153376
D14,C151,7.43462822763672,16.9765529362206
D14,C152,15.7850181638479,16.8023396524289
D14,P215,15.88378880326,16.6271491068887
D14,S020,4.39231742277876,16.2463880450573
D14,S022,11.1045987535644,16.1794426261296
D14,S024,9.46352437327118,15.9306449489079
D14,S025,15.2279919096011,16.215665705812
D14,S026,5.4262647547021,14.2941181302335
D14,S027,3.32192809488736,16.4723100637052
D14,S029,12.283088353024,16.1306912113378
D14,S030,13.4221962010602,16.1782174403692
D14,S031,12.333714426094,16.2284993085878
D14,S032,7.08746284125034,16.3890262806357
D14,S033,12.111787735801,7.68650052718322
D14,S034,7.67948009950545,16.2080819099811
D14,S035,2.8073549220576,16.2736317135006
D14,S036,17.6021406404843,16.4192854021789
D14,S037,4.39231742277876,16.0726769462925
D14,S038,9.17242750864548,15.627818838757
D14,S039,15.4531098396722,16.0581397402784
D15,C151,10.6995724532873,14.7940604289427
D15,C152,14.8402370082232,16.5431526844149
D15,P215,16.095623662403,16.4766829264535
D15,S020,10.292321632802,9.9614496943982
D15,S022,14.325446006996,16.3281138948337
D15,S024,11.0841440106151,8.17492568250068
D15,S025,7.14974711950468,10.9181178510318
D15,S026,6.62935662007961,11.240791332162
D15,S027,7.59245703726808,6.4262647547021
D15,S029,11.3674147512468,8.53138146051631
D15,S030,12.2859801059282,10.120237877342
D15,S031,16.1204808984898,7.05528243550119
D15,S032,6.97727992349992,1
D15,S033,11.5435152161522,6.83289001416474
D15,S034,8.08746284125034,7.40087943628218
D15,S035,3.90689059560852,6.70043971814109
D15,S036,14.3220689761961,16.626878275947
D15,S037,6.71424551766612,16.1767380524894
D15,S038,6.96578428466209,16.3961866547578
D15,S039,16.3016390855924,16.5562515728196
D16,C151,8.05528243550119,17.1015756417499
D16,C152,13.1184544703104,16.9504078109078
D16,P215,16.4419715258323,4.32192809488736
D16,S020,4.39231742277876,16.7580409921683
D16,S022,20.1299055580804,17.4827528212321
D16,S024,12.8283348609618,16.7941746862311
D16,S025,13.2987785809557,16.8293511139856
D16,S026,5.93073733756289,16.0229095889336
D16,S027,6.90689059560852,17.1962659246551
D16,S029,13.3579643013699,16.3759048702188
D16,S030,13.1605017475557,17.0062603246395
D16,S031,13.4605838799017,16.2005346678129
D16,S032,7.63662462054365,16.4665544757278
D16,S033,9.30606168942834,16.5232403276063
D16,S034,7.44294349584873,16.2678656698684
D16,S035,4,16.0890573113554
D16,S036,16.7581581378837,16.7145406817677
D16,S037,9.54496443278924,15.8802770542974
D16,S038,11.523561956057,16.3353554593648
D16,S039,15.4881539566306,16.4582624134289
D17,C151,13.8218736121658,15.7004668117689
D17,C152,15.3565551340847,16.1302487840507
D17,P215,9.85642552862553,16.2954281622044
D17,S020,3.32192809488736,16.6258229758157
D17,S022,13.5437568533759,7.51569983828404
D17,S024,12.075479149488,16.4054739043298
D17,S025,12.2018176166679,16.7792063604216
D17,S026,10.2854022188622,15.6154572204706
D17,S027,2.8073549220576,16.8772122270741
D17,S029,9.79603960882977,15.7253662578956
D17,S030,9.97727992349992,16.3372560253778
D17,S031,7.53915881110803,15.8538943132476
D17,S032,6.33985000288462,11.4963544885646
D17,S033,9.77313920671969,11.3815429511846
D17,S034,6.65821148275179,14.0421723531749
D17,S035,3,7.85174904141606
D17,S036,13.3104707771276,14.078734574053
D17,S037,10.1124395067816,16.5302691574941
D17,S038,6.82017896241519,16.6610682641558
D17,S039,15.6201911821355,16.6271776124516
D18,C151,7.62205181945638,15.231183672553
D18,C152,15.9086037177017,16.6016692437981
D18,P215,10.3619437737352,16.6249810344434
D18,S020,2.58496250072116,17.0986181410397
D18,S022,14.4430082705728,16.7256857798875
D18,S024,9.59432460392485,9.82177398197057
D18,S025,7.11894107272351,16.8788771402765
D18,S026,7.71424551766612,7.03342300153745
D18,S027,3.4594316186373,7.40087943628218
D18,S029,6.83289001416474,16.6288869163343
D18,S030,9.24555270625568,8.41362792902417
D18,S031,5.55458885167764,16.8896703162558
D18,S032,7.28540221886225,16.9213179583005
D18,S033,10.1331422124006,17.1647792871314
D18,S034,7.89481776330794,16.6578487546933
D18,S035,7.12928301694497,16.517654011442
D18,S036,11.1440208692669,16.7338097718837
D18,S037,4.32192809488736,16.9696788083705
D18,S038,9.92184093707449,16.414371428721
D18,S039,13.2736499239437,16.8158085559613
D19,C151,7.95419631038687,16.8610990253585
D19,C152,16.0986900966736,16.7333861195543
D19,P215,8.29001884693262,7.79441586635011
D19,S020,5.04439411935845,16.5773698160697
D19,S022,19.3833604674563,16.9640587817829
D19,S024,9.57175264350355,16.763264246457
D19,S025,7.56224242422107,17.0261559787843
D19,S026,8.18982455888002,16.007903273382
D19,S027,8.57364718749332,16.9407035860286
D19,S029,8.97727992349992,17.0604531825534
D19,S030,5.12928301694497,9.14210705730255
D19,S031,7.01122725542325,6.8703647195834
D19,S032,6.52356195605701,16.6515422631424
D19,S033,12.400612641082,16.2264498252028
D19,S034,6.74146698640115,16.514282561675
D19,S035,3.90689059560852,16.2764515923479
D19,S036,11.3976746329483,8.93073733756289
D19,S037,3,12.6054795180617
D19,S038,11.5406124082495,16.515699838284
D19,S039,18.56598340648,16.2470003195911
D20,C151,7.43462822763672,17.1361700734262
D20,C152,13.698270577692,16.8298589721753
D20,P215,8.98299357469431,16.9207482768348
D20,S020,3.70043971814109,11.9061389961954
D20,S022,19.4318199481668,16.5366266625857
D20,S024,9.68650052718322,17.1432735886003
D20,S025,7.6724253419715,16.2719736002339
D20,S026,13.8672787397097,16.2297013197569
D20,S027,7.28540221886225,16.6075326005545
D20,S029,4.32192809488736,16.7880683006796
D20,S030,4.4594316186373,16.5862827232221
D20,S031,5.16992500144231,17.0545831216507
D20,S032,6.68650052718322,16.8969827379243
D20,S033,14.5056254997496,6.93073733756289
D20,S034,6.90689059560852,16.4887188456055
D20,S035,4.39231742277876,16.949678549749
D20,S036,13.1395513523988,6.82017896241519
D20,S037,6.49185309632967,16.8856725442737
D20,S038,6.8703647195834,16.8354336447625
D20,S039,16.6802358868998,16.6764805321936
D21,C151,11.7817695118631,16.6091498747162
D21,C152,14.9375117561375,16.5115055957925
D21,P215,16.2040170368438,16.6254377415878
D21,S020,2.8073549220576,16.8182451298235
D21,S022,18.6881444256401,16.8063985781664
D21,S024,7.8073549220576,16.8037401374686
D21,S025,14.5508670049609,16.9590736952525
D21,S026,8.01122725542325,16.9067614423224
D21,S027,3.58496250072116,16.0265018295966
D21,S029,12.3646818558646,16.2606990560831
D21,S030,14.1861142395416,12.2109756777264
D21,S031,12.8235662736453,16.72270081901
D21,S032,6.59991284218713,16.3309168781146
D21,S033,10.7473538294781,16.6876490609307
D21,S034,7.15987133677839,6.93073733756289
D21,S035,3.8073549220576,16.6425312325837
D21,S036,13.5332080423694,16.3635530265969
D21,S037,10.1586096882145,16.6232670938513
D21,S038,8.8073549220576,16.4649604783048
D21,S039,17.5439078560912,16.6819246708838
D22,C151,8.3037807481771,16.103881978033
D22,C152,14.6159744081589,16.1409096343198
D22,P215,16.7529163305731,15.8932778270801
D22,S020,3.4594316186373,16.670988119313
D22,S022,17.873666392318,16.4107328933697
D22,S024,9.48784003382305,16.6767559818357
D22,S025,11.6257088430645,16.0216523571639
D22,S026,11.1510165388922,15.8845998287503
D22,S027,2.8073549220576,16.2626270934242
D22,S029,14.931060651271,9.71252700043982
D22,S030,14.2573141737856,16.7892406951559
D22,S031,12.7944158663501,16.5084292715484
D22,S032,6.28540221886225,16.2383114328724
D22,S033,12.9726208620587,10.7565563225241
D22,S034,7.33091687811462,16.2749422782325
D22,S035,3.58496250072116,16.2998519349527
D22,S036,12.5255208090951,15.8946993650148
D22,S037,5.16992500144231,16.1091981125455
D22,S038,9.33539035469392,16.6850635729972
D22,S039,14.9124683640491,16.4587910756081
D23,C151,3.16992500144231,16.2191874315043
D23,C152,7.19967234483636,15.7754559625691
D23,P215,9.10328780841202,16.3762441163471
D23,S020,1,16.0126245388651
D23,S022,10.4460494067166,15.9226773089854
D23,S024,3,16.6597311585685
D23,S025,6.20945336562895,16.2228703556565
D23,S026,3.32192809488736,16.2927350253478
D23,S027,0,9.45532722030456
D23,S029,10.2538474849874,8.40514146313634
D23,S030,8.62570884306447,15.7842258604263
D23,S031,8.06608919045777,0
D23,S032,1,5.32192809488736
D23,S033,3.70043971814109,15.9906579899628
D23,S034,0,16.0334014917301
D23,S035,0,16.1181502604365
D23,S036,6.82017896241519,15.7733710497929
D23,S037,0,16.2763425382345
D23,S038,2.58496250072116,15.998370059934
D23,S039,4.95419631038687,15.4347259502374
D24,C151,7.82654848729092,13.1096674442508
D24,C152,11.919980595049,7.59245703726808
D24,P215,8.07146236255662,16.1971014818148
D24,S020,2.8073549220576,7.23840473932508
D24,S022,19.0625415994856,16.3428212473121
D24,S024,13.32108251801,15.9928055992843
D24,S025,6.85798099512757,15.6086302342829
D24,S026,10.2155329997457,15.0791930819357
D24,S027,2,15.0059315102518
D24,S029,6.4757334309664,15.9678341596854
D24,S030,5.75488750216347,14.1636496760158
D24,S031,3.32192809488736,15.8622256813519
D24,S032,7.05528243550119,15.8651532929381
D24,S033,7.876516946565,4.08746284125034
D24,S034,5.6724253419715,4.85798099512757
D24,S035,2.32192809488736,9.50382573799575
D24,S036,15.4932925683247,9.44708322620965
D24,S037,4.08746284125034,1.58496250072116
D24,S038,12.8239642584867,1
D24,S039,9.78953364497036,1
E01,C151,8.99435343685886,0
E01,C152,13.1922928144708,0
E01,P215,15.3606756511047,3.4594316186373
E01,S020,3.4594316186373,0
E01,S022,13.6190736468177,1
E01,S024,9.96866679319521,2.32192809488736
E01,S025,14.9650176492661,1.58496250072116
E01,S026,12.1962947450283,0
E01,S027,4.16992500144231,0
E01,S029,12.2520740427962,0
E01,S030,11.6869381716704,0
E01,S031,11.2562086885274,0
E01,S032,12.1398710632125,8.4797802640291
E01,S033,8.08746284125034,7.89481776330794
E01,S034,11.8041310211833,7.93073733756289
E01,S035,10.7879025593914,5.20945336562895
E01,S036,10.4062050054189,0
E01,S037,9.7632123668144,2
E01,S038,7,1
E01,S039,16.5842725706922,7.76155123244448
E02,C151,7.90086680798075,8.70735913208088
E02,C152,13.5919897676151,8.99717948093762
E02,P215,16.4824455991836,9.45121111183233
E02,S020,6.12928301694497,9.22641219278879
E02,S022,13.3785658100006,1.58496250072116
E02,S024,13.0247933847025,8.4262647547021
E02,S025,9.64565843240871,9.53915881110803
E02,S026,10.6706562491184,8.07681559705083
E02,S027,6.68650052718322,7.74819284958946
E02,S029,8.4178525148859,8.84549005094438
E02,S030,9.59991284218713,8.35314682549808
E02,S031,8.94251450533924,8.7279204545632
E02,S032,13.5238069581873,9.22641219278879
E02,S033,11.8249587405285,0
E02,S034,15.5167772689906,9.07948478382682
E02,S035,8.07146236255662,9.02236781302845
E02,S036,13.8646697998403,9.3264294871223
E02,S037,12.7210991887072,9.22641219278879
E02,S038,11.4189067312579,8.6724253419715
E02,S039,17.6601630677376,8.38370429247405
E03,C151,7.52356195605701,8.27612440527424
E03,C152,7.55458885167764,2.8073549220576
E03,P215,8.95710204156229,1
E03,S020,1.58496250072116,5.88264304936184
E03,S022,8.51569983828404,9.09803208296053
E03,S024,4,9.74483383749955
E03,S025,4.39231742277876,9.56605403817109
E03,S026,4.75488750216347,9.35974956032233
E03,S027,0,9.17741953798924
E03,S029,8.40514146313634,1
E03,S030,6.8073549220576,9.3264294871223
E03,S031,10.2585660338899,1.58496250072116
E03,S032,2.8073549220576,9.55458885167764
E03,S033,5.61470984411521,9.211888294546
E03,S034,6.56985560833095,9.283088353024
E03,S035,2.32192809488736,8.98868468677217
E03,S036,6.56985560833095,8.93663793900257
E03,S037,2.8073549220576,9.30606168942834
E03,S038,4,9.4178525148859
E03,S039,8.56224242422107,8.22881869049588
E04,C151,10.8336807486547,8.70390357344466
E04,C152,15.2916383767907,8.50382573799575
E04,P215,16.2803176823101,0
E04,S020,7.64385618977472,8.04439411935845
E04,S022,15.3527331494979,6.35755200461808
E04,S024,8.93369065495223,5.39231742277876
E04,S025,14.0132354250785,7.19967234483636
E04,S026,11.8963324039099,8.46352437327118
E04,S027,8.86108690599539,8.00562454919388
E04,S029,12.0501887675964,8.83920378809694
E04,S030,13.0939126836656,8.4178525148859
E04,S031,19.2359067110038,8.56224242422107
E04,S032,7.70043971814109,8.86418614465428
E04,S033,9.01402047031493,9.11894107272351
E04,S034,12.5406124082495,8.68650052718322
E04,S035,9.02236781302845,7.66533591718518
E04,S036,10.9158793788358,8.8073549220576
E04,S037,8.4757334309664,8.62205181945638
E04,S038,9.45327063401062,9.15734693536284
E04,S039,17.1421469542907,2
E05,C151,9.29462074889163,8.84235034341381
E05,C152,16.2285556752389,8.7515440590891
E05,P215,10.6193029554157,8.90689059560852
E05,S020,8.1548181090521,9.10328780841202
E05,S022,12.0834793273318,9.4858293087019
E05,S024,12.0717975222842,9.03066713624694
E05,S025,14.4303872107366,7.6724253419715
E05,S026,9.73131903102506,7.98299357469431
E05,S027,9.72109918870719,7.43462822763672
E05,S029,10.2240016741981,1
E05,S030,10.0347989625773,8.39660478118186
E05,S031,12.6370776571437,5.04439411935845
E05,S032,7.75488750216347,8.82017896241519
E05,S033,12.8095671822597,1
E05,S034,15.527965641134,8.68650052718322
E05,S035,11.3331553503106,10.1098306542788
E05,S036,15.1617617433047,8.75822321472672
E05,S037,9.81217730551445,9.55266909751427
E05,S038,8.99435343685886,9.25266543245025
E05,S039,14.5636729598275,9.39446269461032
E06,C151,9.53138146051631,9.04439411935845
E06,C152,13.9732489204838,8.98013957763916
E06,P215,9.85798099512757,8.97727992349992
E06,S020,8.76487159073609,9.319672120947
E06,S022,12.4361909954814,9.64925617751731
E06,S024,8.38801728534514,9.319672120947
E06,S025,14.0285967770671,9.35535109642481
E06,S026,11.237209960755,9.44086916761087
E06,S027,7.09803208296053,9.37503943134693
E06,S029,7.20945336562895,9.40087943628218
E06,S030,10.120237877342,6.71424551766612
E06,S031,7.83289001416474,2
E06,S032,8.51569983828404,8.49185309632967
E06,S033,12.7015230665744,8.61470984411521
E06,S034,9.97154355395077,9.49984588708321
E06,S035,7.13955135239879,8.66888498426625
E06,S036,17.2649465024798,9.30149619498255
E06,S037,8.25738784269265,9.25502856981873
E06,S038,11.3269911749008,9.2336196767597
E06,S039,17.8324141290876,8.45532722030456
E07,C151,10.5137275959524,8.43879185257826
E07,C152,15.957668884667,9.34207466799914
E07,P215,17.2569918280796,8.88569637333939
E07,S020,6.58496250072116,9.2240016741981
E07,S022,12.5456884955602,8.93369065495223
E07,S024,12.4601998950596,8.70043971814109
E07,S025,14.2307710184398,0
E07,S026,11.655083445198,9.39660478118186
E07,S027,11.9210970881068,8.58120058192496
E07,S029,13.7488217946147,1.58496250072116
E07,S030,17.4693953909019,8.57364718749332
E07,S031,16.5636878537777,9.22881869049588
E07,S032,8.86727873970966,9.52552080909507
E07,S033,13.7241940714405,8.55842071326866
E07,S034,12.5403702437436,9.12928301694497
E07,S035,6.6724253419715,5.39231742277876
E07,S036,13.7574941863563,8.14465824283188
E07,S037,11.7460943837055,8.34429590791582
E07,S038,8.38801728534514,7.88264304936184
E07,S039,13.8517490414161,7.40087943628218
E08,C151,14.1253327444647,7.93073733756289
E08,C152,10.9879745242962,7.85174904141606
E08,P215,15.3446079956808,9.30833903013941
E08,S020,1,9.44708322620965
E08,S022,10.4125698468052,9.17990909001493
E08,S024,4.24792751344359,8.82972273508606
E08,S025,11.7536346188534,8.85174904141606
E08,S026,6.16992500144231,9.16239132875691
E08,S027,11.1774195379892,9.59991284218713
E08,S029,14.6540206039573,9.13955135239879
E08,S030,15.1856110660881,5.24792751344359
E08,S031,16.8678819891062,8.93369065495223
E08,S032,6.97727992349992,9.49185309632967
E08,S033,10.5660540381711,9.66177809777199
E08,S034,7.04439411935845,9.39231742277876
E08,S035,9.94104760634058,9.32418054661874
E08,S036,15.8706055339926,9.37286506011259
E08,S037,12.1023038172126,9.19229281447077
E08,S038,10.5284541107648,8.14465824283188
E08,S039,9.07146236255662,9.45121111183233
E09,C151,6.39231742277876,8.75488750216347
E09,C152,14.6650027440862,9.11634396123747
E09,P215,7.97727992349992,9.31741261376487
E09,S020,2.58496250072116,9.27844945822048
E09,S022,9.52160043972373,8.84235034341381
E09,S024,9.73301532168596,9.74483383749955
E09,S025,15.1918303380953,8.7714894695006
E09,S026,12.0399471601691,8.94251450533924
E09,S027,9.51963625284321,7.64385618977472
E09,S029,4.24792751344359,9.48179943166575
E09,S030,10.9858419370033,7.04439411935845
E09,S031,8.09803208296053,9.21674585819531
E09,S032,13.697076158819,9.38586240064146
E09,S033,10.3706874068072,9.2045711442492
E09,S034,12.8540891798706,8.79116288855502
E09,S035,8.55458885167764,9.56224242422107
E09,S036,10.4747199465265,3.16992500144231
E09,S037,7.11894107272351,9.63117705570398
E09,S038,7.38370429247405,9.38370429247405
E09,S039,15.374598027337,9.04439411935845
E10,C151,7.58496250072116,9.15228484230658
E10,C152,15.5153302481601,8.48784003382305
E10,P215,10.1137421660492,8.49984588708321
E10,S020,2.8073549220576,7.78135971352466
E10,S022,9.22641219278879,9.3151495622563
E10,S024,12.0440525318013,9.4757334309664
E10,S025,12.9112047099772,2.58496250072116
E10,S026,7.8703647195834,8.12928301694497
E10,S027,4,1.58496250072116
E10,S029,7.70043971814109,9.39874369193819
E10,S030,8.27612440527424,9.47775826644389
E10,S031,7.33091687811462,8.98868468677217
E10,S032,11.8509681509824,9.04984854945056
E10,S033,12.161446847518,2.8073549220576
E10,S034,7.56224242422107,8.85798099512757
E10,S035,6.14974711950468,1
E10,S036,12.5745935273376,8.64385618977473
E10,S037,8.66177809777199,9.27612440527424
E10,S038,12.4008794362822,9.33091687811462
E10,S039,14.2226439854517,9.67771964164101
E11,C151,7.24792751344359,8.58871463558226
E11,C152,14.3904376895605,9.26912667914942
E11,P215,16.1896122459894,9.27612440527424
E11,S020,4.85798099512757,9.4594316186373
E11,S022,20.4198305960313,9.22158712126481
E11,S024,9.82654848729091,0
E11,S025,15.7730103889116,9.39231742277876
E11,S026,6.33985000288462,9.67948009950545
E11,S027,4.8073549220576,9.5352753766208
E11,S029,14.690761908446,9.49385544924082
E11,S030,16.9708698276387,9.33539035469392
E11,S031,19.4021127227089,9.10328780841202
E11,S032,12.5653401272085,7.69348695749933
E11,S033,7.62935662007961,8.93369065495223
E11,S034,7.66533591718518,8.54689445988764
E11,S035,4.39231742277876,9.01402047031493
E11,S036,15.4290143671747,9.25266543245025
E11,S037,10.813781191217,9.24555270625568
E11,S038,11.9596397643642,9.27379559921426
E11,S039,13.8724825081067,9.39446269461032
E12,C151,11.0894504811159,8.87958324961278
E12,C152,14.8094164540517,9.35535109642481
E12,P215,16.8489774094555,9.19967234483636
E12,S020,3.70043971814109,9.16490692667569
E12,S022,18.3785996756839,6.4594316186373
E12,S024,10.3174126137649,9.03342300153745
E12,S025,11.3157156580222,9.27844945822048
E12,S026,10.6284455401372,1
E12,S027,10.9657842846621,9.13699111208023
E12,S029,13.0861362250273,9.19229281447077
E12,S030,16.7349212677053,8.09275714091985
E12,S031,18.7265308406669,9.32418054661874
E12,S032,7,8.77807712953536
E12,S033,9.61286849729104,7.99435343685886
E12,S034,7.56985560833095,8.92777796208234
E12,S035,2.8073549220576,7.40087943628218
E12,S036,16.0203072070945,8.33539035469392
E12,S037,7.64385618977472,9.49984588708321
E12,S038,10.2772874001304,9.43254190038826
E12,S039,17.0596613254158,8.7279204545632
E13,C151,9.60733031374961,8.93957921431469
E13,C152,16.9296513970255,9.48381577726426
E13,P215,7.82654848729092,9.59618975614441
E13,S020,4,7.8703647195834
E13,S022,19.2225024860344,9.72962074355304
E13,S024,10.9218409370745,9.31061278165953
E13,S025,13.3415188232452,8.76155123244448
E13,S026,9.91139198784346,6.49185309632967
E13,S027,8.10852445677817,1.58496250072116
E13,S029,9.22881869049588,9.43045255166553
E13,S030,9.31288295528435,1.58496250072116
E13,S031,12.0443941193585,1
E13,S032,7.97154355395077,9.03342300153745
E13,S033,12.7378810768578,0
E13,S034,7.36632221424582,9.2336196767597
E13,S035,3.8073549220576,8.47167521439204
E13,S036,16.3129006769601,9.76818432477693
E13,S037,7.467605550083,9.58308276750293
E13,S038,12.880348808156,8.98868468677217
E13,S039,16.6301106728782,9.46147944728616
E14,C151,11.9668659003875,8.96000193206808
E14,C152,11.8061468033205,9.211888294546
E14,P215,15.8079083052202,8.62935662007961
E14,S020,3.90689059560852,9.58683978796183
E14,S022,17.9551617530826,9.12670447284319
E14,S024,12.3791075655611,2.58496250072116
E14,S025,17.6449758163016,9.14974711950468
E14,S026,8.19475685442225,9.2807707701306
E14,S027,3.90689059560852,9.467605550083
E14,S029,17.1301683281468,9.52356195605701
E14,S030,17.3815936446943,9
E14,S031,16.4596877562395,9.20945336562895
E14,S032,7.4594316186373,9.47370574961942
E14,S033,10.8273427042341,1.58496250072116
E14,S034,13.3080545590666,0
E14,S035,4.52356195605701,9.18982455888002
E14,S036,11.1065629404449,8.7279204545632
E14,S037,7.467605550083,8.91587937883577
E14,S038,7.57742882803575,9.0389189892923
E14,S039,17.6887352245421,1
E15,C151,7.07681559705083,7.24792751344359
E15,C152,14.3578955934265,9.34872815423108
E15,P215,16.0846008027969,8.38370429247405
E15,S020,2,8.56224242422107
E15,S022,10.4858293087019,9.5018371849023
E15,S024,7.23840473932508,9.33539035469392
E15,S025,5.7279204545632,5
E15,S026,12.0691140617739,9.61470984411521
E15,S027,9.40087943628218,9.83289001416474
E15,S029,14.5499651138476,9.49984588708321
E15,S030,18.4153002648385,8.61470984411521
E15,S031,13.8608929823388,9.38586240064146
E15,S032,9.93073733756289,9.40514146313634
E15,S033,10.5196362528432,9.77807712953536
E15,S034,7.32192809488736,9.74986942739684
E15,S035,2.32192809488736,9.52552080909507
E15,S036,8.61102479730735,0
E15,S037,6.71424551766612,9.61838550225861
E15,S038,11.2801907922169,9.5274770060604
E15,S039,14.3590631836783,0
E16,C151,7.35755200461808,8.56224242422107
E16,C152,11.0161118382205,9.0389189892923
E16,P215,9.07948478382682,9.04712391211403
E16,S020,1,8.58496250072116
E16,S022,15.4264940893368,9.37286506011259
E16,S024,9.32192809488736,8.93957921431469
E16,S025,14.7064960180612,9.34429590791582
E16,S026,9.2807707701306,9.39016895620018
E16,S027,9.4178525148859,9.26912667914942
E16,S029,6.4262647547021,9.68999797141945
E16,S030,9.3264294871223,9.80574387215162
E16,S031,4.75488750216347,9.51175265376738
E16,S032,6.71424551766612,9.35093918154643
E16,S033,8.91288933622996,9.72451385311995
E16,S034,7.59245703726808,9.70043971814109
E16,S035,0,9.35974956032233
E16,S036,16.25515769233,9.49585502688717
E16,S037,8.37937836707126,1
E16,S038,7.64385618977472,9.4594316186373
E16,S039,12.2294196882304,9.4178525148859
E17,C151,10.4747199465265,9.55458885167764
E17,C152,13.3839742326079,8.62935662007961
E17,P215,10.4083297407674,9.09011241966429
E17,S020,4.08746284125034,9.4757334309664
E17,S022,19.9673402597582,9.07146236255662
E17,S024,11.5689061545021,8.66888498426625
E17,S025,13.1021397534107,9.37937836707126
E17,S026,10.4093909361377,8.98299357469431
E17,S027,2.58496250072116,9.41574176829009
E17,S029,9.13955135239879,7.67948009950545
E17,S030,6.56985560833095,7.93663793900257
E17,S031,4.16992500144231,8.29001884693262
E17,S032,7.36632221424582,3.70043971814109
E17,S033,6.82017896241519,9.43879185257826
E17,S034,6.58496250072116,8.66177809777199
E17,S035,3.90689059560852,8.74483383749955
E17,S036,8.17990909001493,3.8073549220576
E17,S037,10.9053870050181,8.43879185257826
E17,S038,7.08746284125034,8.70735913208088
E17,S039,15.6889878623526,8.24317398347295
E18,C151,8.01680828768655,8.59618975614441
E18,C152,16.4722148541157,7.70735913208088
E18,P215,9.65284497300198,7.04439411935845
E18,S020,1.58496250072116,7.59991284218713
E18,S022,16.6425735372546,8.48784003382305
E18,S024,10.7854524681585,8.25266543245025
E18,S025,7.13955135239879,8.01680828768655
E18,S026,10.2082343583398,7.90689059560852
